cell_id,cycle_index,discharge_rate_c,capacity_ah,capacity_percent,observed_at,source_file,source_local_cycle
CS2_33,22,0.5,1.13653097,98.033788,2010-08-23 01:48:58,CS2_33_8_30_10.xlsx,19
CS2_33,23,0.5,1.13288378,97.719192,2010-08-23 06:23:13,CS2_33_8_30_10.xlsx,20
CS2_33,24,0.5,1.13129528,97.582172,2010-08-23 10:58:52,CS2_33_8_30_10.xlsx,21
CS2_33,25,0.5,1.12993125,97.464515,2010-08-23 15:34:22,CS2_33_8_30_10.xlsx,22
CS2_33,26,0.5,1.0203414,88.01162,2010-08-23 20:09:38,CS2_33_8_30_10.xlsx,23
CS2_33,27,0.5,1.13279148,97.71123,2010-08-23 23:58:04,CS2_33_8_30_10.xlsx,24
CS2_33,28,0.5,1.01092837,87.19968,2010-08-24 04:32:30,CS2_33_8_30_10.xlsx,25
CS2_33,29,0.5,1.1272088,97.229685,2010-08-24 08:19:16,CS2_33_8_30_10.xlsx,26
CS2_33,30,0.5,1.12587312,97.114473,2010-08-24 12:54:07,CS2_33_8_30_10.xlsx,27
CS2_33,31,0.5,1.12693637,97.206186,2010-08-24 17:28:51,CS2_33_8_30_10.xlsx,28
CS2_33,32,0.5,1.12880704,97.367544,2010-08-24 22:03:38,CS2_33_8_30_10.xlsx,29
CS2_33,33,0.5,1.12441511,96.988709,2010-08-25 02:37:21,CS2_33_8_30_10.xlsx,30
CS2_33,34,0.5,1.12303267,96.869464,2010-08-25 07:11:11,CS2_33_8_30_10.xlsx,31
CS2_33,35,0.5,1.12227205,96.803855,2010-08-25 11:45:17,CS2_33_8_30_10.xlsx,32
CS2_33,36,0.5,1.12182481,96.765277,2010-08-25 16:19:07,CS2_33_8_30_10.xlsx,33
CS2_33,37,0.5,1.12472391,97.015345,2010-08-25 20:53:05,CS2_33_8_30_10.xlsx,34
CS2_33,38,0.5,1.12317475,96.881719,2010-08-26 01:26:01,CS2_33_8_30_10.xlsx,35
CS2_33,39,0.5,1.11996218,96.604613,2010-08-26 05:58:32,CS2_33_8_30_10.xlsx,36
CS2_33,40,0.5,1.11909699,96.529984,2010-08-26 10:31:56,CS2_33_8_30_10.xlsx,37
CS2_33,41,0.5,1.11786521,96.423734,2010-08-26 15:05:01,CS2_33_8_30_10.xlsx,38
CS2_33,42,0.5,1.12080094,96.676962,2010-08-26 19:37:52,CS2_33_8_30_10.xlsx,39
CS2_33,43,0.5,1.12037961,96.640619,2010-08-27 00:10:11,CS2_33_8_30_10.xlsx,40
CS2_33,44,0.5,1.11615265,96.276014,2010-08-27 04:42:09,CS2_33_8_30_10.xlsx,41
CS2_33,45,0.5,1.11533449,96.205442,2010-08-27 09:14:51,CS2_33_8_30_10.xlsx,42
CS2_33,46,0.5,1.1145157,96.134816,2010-08-27 13:47:21,CS2_33_8_30_10.xlsx,43
CS2_33,47,0.5,1.11736495,96.380583,2010-08-27 18:19:42,CS2_33_8_30_10.xlsx,44
CS2_33,48,0.5,1.11789566,96.426361,2010-08-27 22:51:55,CS2_33_8_30_10.xlsx,45
CS2_33,49,0.5,1.11806145,96.440662,2010-08-28 03:23:24,CS2_33_8_30_10.xlsx,46
CS2_33,50,0.5,1.11810029,96.444012,2010-08-28 07:54:41,CS2_33_8_30_10.xlsx,47
CS2_33,51,0.5,1.11853794,96.481762,2010-08-28 12:25:49,CS2_33_8_30_10.xlsx,48
CS2_33,52,0.5,1.1182956,96.460858,2010-08-28 16:56:47,CS2_33_8_30_10.xlsx,49
CS2_33,53,0.5,1.11804822,96.439521,2010-08-28 21:27:32,CS2_33_8_30_10.xlsx,50
CS2_33,54,0.5,1.12840878,97.333191,2010-08-31 13:30:15,CS2_33_9_7_10.xlsx,1
CS2_33,55,0.5,1.12818651,97.314019,2010-08-31 18:04:17,CS2_33_9_7_10.xlsx,2
CS2_33,56,0.5,1.12791543,97.290637,2010-08-31 22:40:07,CS2_33_9_7_10.xlsx,3
CS2_33,57,0.5,1.12355273,96.914323,2010-09-01 03:14:01,CS2_33_9_7_10.xlsx,4
CS2_33,58,0.5,1.12152438,96.739363,2010-09-01 07:48:08,CS2_33_9_7_10.xlsx,5
CS2_33,59,0.5,1.12026092,96.630381,2010-09-01 12:22:08,CS2_33_9_7_10.xlsx,6
CS2_33,60,0.5,1.11679528,96.331446,2010-09-01 16:55:53,CS2_33_9_7_10.xlsx,7
CS2_33,61,0.5,1.11673944,96.326629,2010-09-01 21:29:42,CS2_33_9_7_10.xlsx,8
CS2_33,62,0.5,1.11406693,96.096106,2010-09-02 02:02:53,CS2_33_9_7_10.xlsx,9
CS2_33,63,0.5,1.11267559,95.976093,2010-09-02 06:35:41,CS2_33_9_7_10.xlsx,10
CS2_33,64,0.5,1.11184337,95.904308,2010-09-02 11:08:57,CS2_33_9_7_10.xlsx,11
CS2_33,65,0.5,1.11000881,95.746065,2010-09-02 15:41:43,CS2_33_9_7_10.xlsx,12
CS2_33,66,0.5,1.11023317,95.765417,2010-09-02 20:14:37,CS2_33_9_7_10.xlsx,13
CS2_33,67,0.5,1.10916954,95.673672,2010-09-03 00:47:10,CS2_33_9_7_10.xlsx,14
CS2_33,68,0.5,1.10748312,95.528206,2010-09-03 05:19:21,CS2_33_9_7_10.xlsx,15
CS2_33,69,0.5,1.10704709,95.490596,2010-09-03 09:51:45,CS2_33_9_7_10.xlsx,16
CS2_33,70,0.5,1.10579205,95.382339,2010-09-03 14:23:53,CS2_33_9_7_10.xlsx,17
CS2_33,71,0.5,1.10634023,95.429624,2010-09-03 18:55:33,CS2_33_9_7_10.xlsx,18
CS2_33,72,0.5,1.10588255,95.390146,2010-09-03 23:27:20,CS2_33_9_7_10.xlsx,19
CS2_33,73,0.5,1.10513067,95.325291,2010-09-04 03:58:35,CS2_33_9_7_10.xlsx,20
CS2_33,74,0.5,1.10457877,95.277685,2010-09-04 08:29:49,CS2_33_9_7_10.xlsx,21
CS2_33,75,0.5,1.10457573,95.277423,2010-09-04 13:00:54,CS2_33_9_7_10.xlsx,22
CS2_33,76,0.5,1.10357311,95.19094,2010-09-04 17:31:56,CS2_33_9_7_10.xlsx,23
CS2_33,77,0.5,0.97776953,84.339497,2010-09-04 22:02:39,CS2_33_9_7_10.xlsx,24
CS2_33,78,0.5,1.10266492,95.112603,2010-09-05 01:42:01,CS2_33_9_7_10.xlsx,25
CS2_33,79,0.5,1.10196157,95.051934,2010-09-05 06:12:51,CS2_33_9_7_10.xlsx,26
CS2_33,80,0.5,1.10157975,95.018999,2010-09-05 10:43:28,CS2_33_9_7_10.xlsx,27
CS2_33,81,0.5,0.97705526,84.277886,2010-09-05 15:14:02,CS2_33_9_7_10.xlsx,28
CS2_33,82,0.5,1.10065875,94.939556,2010-09-05 18:53:14,CS2_33_9_7_10.xlsx,29
CS2_33,83,0.5,1.10015904,94.896452,2010-09-05 23:23:31,CS2_33_9_7_10.xlsx,30
CS2_33,84,0.5,1.09673697,94.601275,2010-09-06 03:53:47,CS2_33_9_7_10.xlsx,31
CS2_33,85,0.5,1.09584763,94.524563,2010-09-06 08:24:21,CS2_33_9_7_10.xlsx,32
CS2_33,86,0.5,0.80260823,69.230604,2010-09-06 12:55:01,CS2_33_9_7_10.xlsx,33
CS2_33,87,0.5,1.09699412,94.623457,2010-09-07 10:44:17,CS2_33_9_17_10.xlsx,1
CS2_33,88,0.5,1.09776306,94.689782,2010-09-07 14:42:30,CS2_33_9_17_10.xlsx,2
CS2_33,89,0.5,1.10010574,94.891856,2010-09-07 19:12:08,CS2_33_9_17_10.xlsx,3
CS2_33,90,0.5,1.10059583,94.934129,2010-09-07 23:41:20,CS2_33_9_17_10.xlsx,4
CS2_33,91,0.5,1.09730104,94.649931,2010-09-08 04:10:25,CS2_33_9_17_10.xlsx,5
CS2_33,92,0.5,1.0974966,94.666799,2010-09-08 08:39:41,CS2_33_9_17_10.xlsx,6
CS2_33,93,0.5,1.0964297,94.574771,2010-09-08 13:09:06,CS2_33_9_17_10.xlsx,7
CS2_33,94,0.5,1.09695117,94.619751,2010-09-08 17:38:23,CS2_33_9_17_10.xlsx,8
CS2_33,95,0.5,1.09884707,94.783286,2010-09-08 22:08:02,CS2_33_9_17_10.xlsx,9
CS2_33,96,0.5,1.09535556,94.482119,2010-09-09 02:36:24,CS2_33_9_17_10.xlsx,10
CS2_33,97,0.5,1.0942529,94.387007,2010-09-09 07:05:11,CS2_33_9_17_10.xlsx,11
CS2_33,98,0.5,1.09399588,94.364837,2010-09-09 11:34:16,CS2_33_9_17_10.xlsx,12
CS2_33,99,0.5,1.0925486,94.239998,2010-09-09 16:03:03,CS2_33_9_17_10.xlsx,13
CS2_33,100,0.5,1.09592931,94.531609,2010-09-09 20:32:05,CS2_33_9_17_10.xlsx,14
CS2_33,101,0.5,1.094756,94.430403,2010-09-10 01:00:15,CS2_33_9_17_10.xlsx,15
CS2_33,102,0.5,1.09153615,94.152668,2010-09-10 05:28:08,CS2_33_9_17_10.xlsx,16
CS2_33,103,0.5,1.09126437,94.129225,2010-09-10 09:56:44,CS2_33_9_17_10.xlsx,17
CS2_33,104,0.5,1.0898261,94.005164,2010-09-10 14:25:23,CS2_33_9_17_10.xlsx,18
CS2_33,105,0.5,1.09290447,94.270695,2010-09-10 18:53:56,CS2_33_9_17_10.xlsx,19
CS2_33,106,0.5,1.09345547,94.318222,2010-09-10 23:22:02,CS2_33_9_17_10.xlsx,20
CS2_33,107,0.5,1.09455861,94.413376,2010-09-11 03:49:39,CS2_33_9_17_10.xlsx,21
CS2_33,108,0.5,1.0950246,94.453571,2010-09-11 08:17:09,CS2_33_9_17_10.xlsx,22
CS2_33,109,0.5,1.0952904,94.476498,2010-09-11 12:44:27,CS2_33_9_17_10.xlsx,23
CS2_33,110,0.5,1.09559184,94.5025,2010-09-11 17:11:36,CS2_33_9_17_10.xlsx,24
CS2_33,111,0.5,1.09554466,94.49843,2010-09-11 21:38:33,CS2_33_9_17_10.xlsx,25
CS2_33,112,0.5,1.09546826,94.49184,2010-09-12 02:05:27,CS2_33_9_17_10.xlsx,26
CS2_33,113,0.5,1.09552249,94.496518,2010-09-12 06:32:14,CS2_33_9_17_10.xlsx,27
CS2_33,114,0.5,1.09533376,94.480238,2010-09-12 10:58:59,CS2_33_9_17_10.xlsx,28
CS2_33,115,0.5,1.09528503,94.476035,2010-09-12 15:25:37,CS2_33_9_17_10.xlsx,29
CS2_33,116,0.5,1.09503243,94.454246,2010-09-12 19:52:12,CS2_33_9_17_10.xlsx,30
CS2_33,117,0.5,1.09358281,94.329207,2010-09-13 00:18:40,CS2_33_9_17_10.xlsx,31
CS2_33,118,0.5,1.08808132,93.854665,2010-09-13 04:44:59,CS2_33_9_17_10.xlsx,32
CS2_33,119,0.5,1.08771229,93.822833,2010-09-13 09:12:37,CS2_33_9_17_10.xlsx,33
CS2_33,120,0.5,1.08675192,93.739994,2010-09-13 13:40:00,CS2_33_9_17_10.xlsx,34
CS2_33,121,0.5,1.08931018,93.960662,2010-09-13 18:06:57,CS2_33_9_17_10.xlsx,35
CS2_33,122,0.5,1.09091656,94.099224,2010-09-13 22:35:00,CS2_33_9_17_10.xlsx,36
CS2_33,123,0.5,1.08617898,93.690574,2010-09-14 03:01:26,CS2_33_9_17_10.xlsx,37
CS2_33,124,0.5,1.0856836,93.647844,2010-09-14 07:28:34,CS2_33_9_17_10.xlsx,38
CS2_33,125,0.5,1.08586205,93.663237,2010-09-14 11:55:45,CS2_33_9_17_10.xlsx,39
CS2_33,126,0.5,1.08467999,93.561276,2010-09-14 16:22:27,CS2_33_9_17_10.xlsx,40
CS2_33,127,0.5,1.08817435,93.862689,2010-09-14 20:49:33,CS2_33_9_17_10.xlsx,41
CS2_33,128,0.5,0.96989894,83.660604,2010-09-15 01:15:42,CS2_33_9_17_10.xlsx,42
CS2_33,129,0.5,1.08308653,93.423828,2010-09-15 04:53:23,CS2_33_9_17_10.xlsx,43
CS2_33,130,0.5,1.08378441,93.484026,2010-09-15 09:20:41,CS2_33_9_17_10.xlsx,44
CS2_33,131,0.5,1.08290199,93.407911,2010-09-15 13:47:29,CS2_33_9_17_10.xlsx,45
CS2_33,132,0.5,1.08531454,93.616011,2010-09-15 18:14:06,CS2_33_9_17_10.xlsx,46
CS2_33,133,0.5,1.08693239,93.755561,2010-09-15 22:41:20,CS2_33_9_17_10.xlsx,47
CS2_33,134,0.5,1.08221648,93.348781,2010-09-16 03:07:09,CS2_33_9_17_10.xlsx,48
CS2_33,135,0.5,1.08205284,93.334666,2010-09-16 07:33:25,CS2_33_9_17_10.xlsx,49
CS2_33,136,0.5,1.08163134,93.298309,2010-09-16 12:00:01,CS2_33_9_17_10.xlsx,50
CS2_33,137,0.5,1.09396484,94.36216,2010-09-17 11:26:46,CS2_33_9_27_10.xlsx,1
CS2_33,138,0.5,1.0917753,94.173296,2010-09-17 15:54:50,CS2_33_9_27_10.xlsx,2
CS2_33,139,0.5,1.09453535,94.41137,2010-09-17 20:24:12,CS2_33_9_27_10.xlsx,3
CS2_33,140,0.5,1.0942263,94.384712,2010-09-18 00:52:22,CS2_33_9_27_10.xlsx,4
CS2_33,141,0.5,1.09386781,94.35379,2010-09-18 05:19:57,CS2_33_9_27_10.xlsx,5
CS2_33,142,0.5,1.09335812,94.309826,2010-09-18 09:47:25,CS2_33_9_27_10.xlsx,6
CS2_33,143,0.5,1.09324726,94.300263,2010-09-18 14:14:35,CS2_33_9_27_10.xlsx,7
CS2_33,144,0.5,1.09271539,94.254386,2010-09-18 18:41:28,CS2_33_9_27_10.xlsx,8
CS2_33,145,0.5,1.09214917,94.205545,2010-09-18 23:08:04,CS2_33_9_27_10.xlsx,9
CS2_33,146,0.5,1.09167837,94.164935,2010-09-19 03:34:30,CS2_33_9_27_10.xlsx,10
CS2_33,147,0.5,1.09127684,94.1303,2010-09-19 08:00:54,CS2_33_9_27_10.xlsx,11
CS2_33,148,0.5,1.09105216,94.110921,2010-09-19 12:26:59,CS2_33_9_27_10.xlsx,12
CS2_33,149,0.5,1.0907757,94.087074,2010-09-19 16:53:03,CS2_33_9_27_10.xlsx,13
CS2_33,150,0.5,1.09105541,94.111201,2010-09-19 21:18:58,CS2_33_9_27_10.xlsx,14
CS2_33,151,0.5,0.9765078,84.230664,2010-09-20 01:44:36,CS2_33_9_27_10.xlsx,15
CS2_33,152,0.5,1.08431391,93.529699,2010-09-20 05:23:50,CS2_33_9_27_10.xlsx,16
CS2_33,153,0.5,1.08360752,93.468768,2010-09-20 09:50:43,CS2_33_9_27_10.xlsx,17
CS2_33,154,0.5,1.08241245,93.365684,2010-09-20 14:17:07,CS2_33_9_27_10.xlsx,18
CS2_33,155,0.5,1.08518118,93.604507,2010-09-20 18:43:38,CS2_33_9_27_10.xlsx,19
CS2_33,156,0.5,1.08620455,93.69278,2010-09-20 23:09:48,CS2_33_9_27_10.xlsx,20
CS2_33,157,0.5,1.08066589,93.215032,2010-09-21 03:35:19,CS2_33_9_27_10.xlsx,21
CS2_33,158,0.5,1.08007931,93.164434,2010-09-21 08:01:46,CS2_33_9_27_10.xlsx,22
CS2_33,159,0.5,1.07973652,93.134867,2010-09-21 12:28:09,CS2_33_9_27_10.xlsx,23
CS2_33,160,0.5,1.07997126,93.155115,2010-09-21 16:54:16,CS2_33_9_27_10.xlsx,24
CS2_33,161,0.5,1.08322487,93.435761,2010-09-21 21:20:38,CS2_33_9_27_10.xlsx,25
CS2_33,162,0.5,1.08106578,93.249525,2010-09-22 01:45:57,CS2_33_9_27_10.xlsx,26
CS2_33,163,0.5,1.07817802,93.000435,2010-09-22 06:10:32,CS2_33_9_27_10.xlsx,27
CS2_33,164,0.5,1.07856193,93.03355,2010-09-22 10:36:20,CS2_33_9_27_10.xlsx,28
CS2_33,165,0.5,1.07795147,92.980894,2010-09-22 15:01:53,CS2_33_9_27_10.xlsx,29
CS2_33,166,0.5,1.081236,93.264207,2010-09-22 19:27:31,CS2_33_9_27_10.xlsx,30
CS2_33,167,0.5,1.08164951,93.299876,2010-09-22 23:52:18,CS2_33_9_27_10.xlsx,31
CS2_33,168,0.5,1.07683548,92.884632,2010-09-23 04:16:54,CS2_33_9_27_10.xlsx,32
CS2_33,169,0.5,1.07686677,92.88733,2010-09-23 08:42:20,CS2_33_9_27_10.xlsx,33
CS2_33,170,0.5,1.07616821,92.827075,2010-09-23 13:07:34,CS2_33_9_27_10.xlsx,34
CS2_33,171,0.5,1.07774315,92.962925,2010-09-23 17:32:42,CS2_33_9_27_10.xlsx,35
CS2_33,172,0.5,1.08091222,93.236279,2010-09-23 21:58:07,CS2_33_9_27_10.xlsx,36
CS2_33,173,0.5,1.07673921,92.876328,2010-09-24 02:22:21,CS2_33_9_27_10.xlsx,37
CS2_33,174,0.5,1.07611382,92.822383,2010-09-24 06:46:27,CS2_33_9_27_10.xlsx,38
CS2_33,175,0.5,1.07896355,93.068193,2010-09-24 11:11:11,CS2_33_9_27_10.xlsx,39
CS2_33,176,0.5,1.08061733,93.210843,2010-09-24 15:36:31,CS2_33_9_27_10.xlsx,40
CS2_33,177,0.5,1.08057882,93.207521,2010-09-24 20:00:24,CS2_33_9_27_10.xlsx,41
CS2_33,178,0.5,1.08051112,93.201681,2010-09-25 00:24:14,CS2_33_9_27_10.xlsx,42
CS2_33,179,0.5,1.08044855,93.196284,2010-09-25 04:47:52,CS2_33_9_27_10.xlsx,43
CS2_33,180,0.5,1.08066858,93.215264,2010-09-25 09:11:32,CS2_33_9_27_10.xlsx,44
CS2_33,181,0.5,1.08081321,93.227739,2010-09-25 13:35:13,CS2_33_9_27_10.xlsx,45
CS2_33,182,0.5,1.08068978,93.217092,2010-09-25 17:58:33,CS2_33_9_27_10.xlsx,46
CS2_33,183,0.5,1.08045817,93.197114,2010-09-25 22:22:01,CS2_33_9_27_10.xlsx,47
CS2_33,184,0.5,1.08041146,93.193085,2010-09-26 02:45:25,CS2_33_9_27_10.xlsx,48
CS2_33,185,0.5,1.08027204,93.181059,2010-09-26 07:08:41,CS2_33_9_27_10.xlsx,49
CS2_33,186,0.5,1.080235,93.177865,2010-09-26 11:31:58,CS2_33_9_27_10.xlsx,50
CS2_33,187,0.5,1.08492674,93.58256,2010-09-27 14:12:48,CS2_33_10_04_10.xlsx,1
CS2_33,188,0.5,1.08691453,93.75402,2010-09-27 18:38:46,CS2_33_10_04_10.xlsx,2
CS2_33,189,0.5,0.97048248,83.710937,2010-09-27 23:05:33,CS2_33_10_04_10.xlsx,3
CS2_33,190,0.5,1.08218386,93.345967,2010-09-28 02:43:19,CS2_33_10_04_10.xlsx,4
CS2_33,191,0.5,1.0807367,93.22114,2010-09-28 07:09:18,CS2_33_10_04_10.xlsx,5
CS2_33,192,0.5,1.0800279,93.16,2010-09-28 11:35:25,CS2_33_10_04_10.xlsx,6
CS2_33,193,0.5,1.07797058,92.982542,2010-09-28 16:01:16,CS2_33_10_04_10.xlsx,7
CS2_33,194,0.5,1.08164243,93.299265,2010-09-28 20:27:21,CS2_33_10_04_10.xlsx,8
CS2_33,195,0.5,1.08022651,93.177132,2010-09-29 00:52:08,CS2_33_10_04_10.xlsx,9
CS2_33,196,0.5,1.0751746,92.741369,2010-09-29 05:16:38,CS2_33_10_04_10.xlsx,10
CS2_33,197,0.5,1.07489192,92.716986,2010-09-29 09:42:17,CS2_33_10_04_10.xlsx,11
CS2_33,198,0.5,1.0732249,92.573194,2010-09-29 14:07:18,CS2_33_10_04_10.xlsx,12
CS2_33,199,0.5,1.07610796,92.821878,2010-09-29 18:32:34,CS2_33_10_04_10.xlsx,13
CS2_33,200,0.5,1.07738952,92.932422,2010-09-29 22:57:50,CS2_33_10_04_10.xlsx,14
CS2_33,201,0.5,1.07221371,92.485971,2010-09-30 03:22:11,CS2_33_10_04_10.xlsx,15
CS2_33,202,0.5,1.07189831,92.458766,2010-09-30 07:46:45,CS2_33_10_04_10.xlsx,16
CS2_33,203,0.5,1.07193197,92.46167,2010-09-30 12:11:30,CS2_33_10_04_10.xlsx,17
CS2_33,204,0.5,1.07226858,92.490704,2010-09-30 16:36:08,CS2_33_10_04_10.xlsx,18
CS2_33,205,0.5,1.07546435,92.766362,2010-09-30 21:00:41,CS2_33_10_04_10.xlsx,19
CS2_33,206,0.5,1.07272753,92.530292,2010-10-01 01:24:17,CS2_33_10_04_10.xlsx,20
CS2_33,207,0.5,1.06901166,92.209772,2010-10-01 05:47:31,CS2_33_10_04_10.xlsx,21
CS2_33,208,0.5,1.06843063,92.159654,2010-10-01 10:11:56,CS2_33_10_04_10.xlsx,22
CS2_33,209,0.5,1.06127198,91.54217,2010-10-04 14:14:51,CS2_33_10_05_10.xlsx,1
CS2_33,210,0.5,1.06253185,91.650843,2010-10-04 16:52:53,CS2_33_10_05_10.xlsx,2
CS2_33,211,0.5,1.06708109,92.043247,2010-10-04 21:16:14,CS2_33_10_05_10.xlsx,3
CS2_33,212,0.5,1.06502014,91.865475,2010-10-05 01:38:40,CS2_33_10_05_10.xlsx,4
CS2_33,213,0.5,1.06089436,91.509598,2010-10-05 06:00:57,CS2_33_10_05_10.xlsx,5
CS2_33,214,0.5,0.92537881,79.820429,2010-10-05 10:24:23,CS2_33_10_05_10.xlsx,6
CS2_33,215,0.5,1.0576119,91.226463,2010-10-06 09:37:03,CS2_33_10_15_10.xlsx,1
CS2_33,216,0.5,1.05776927,91.240037,2010-10-06 12:17:18,CS2_33_10_15_10.xlsx,2
CS2_33,217,0.5,1.05986182,91.420535,2010-10-06 16:40:09,CS2_33_10_15_10.xlsx,3
CS2_33,218,0.5,1.06431172,91.804369,2010-10-06 21:03:23,CS2_33_10_15_10.xlsx,4
CS2_33,219,0.5,1.06217854,91.620367,2010-10-07 01:25:35,CS2_33_10_15_10.xlsx,5
CS2_33,220,0.5,1.05775305,91.238638,2010-10-07 05:47:15,CS2_33_10_15_10.xlsx,6
CS2_33,221,0.5,1.05756599,91.222503,2010-10-07 10:10:28,CS2_33_10_15_10.xlsx,7
CS2_33,222,0.5,1.05688744,91.163973,2010-10-07 14:33:18,CS2_33_10_15_10.xlsx,8
CS2_33,223,0.5,1.06021391,91.450905,2010-10-07 18:56:08,CS2_33_10_15_10.xlsx,9
CS2_33,224,0.5,1.06172476,91.581226,2010-10-07 23:18:39,CS2_33_10_15_10.xlsx,10
CS2_33,225,0.5,1.05554517,91.048193,2010-10-08 03:40:46,CS2_33_10_15_10.xlsx,11
CS2_33,226,0.5,1.05560717,91.05354,2010-10-08 08:03:41,CS2_33_10_15_10.xlsx,12
CS2_33,227,0.5,1.05533742,91.030273,2010-10-08 12:26:18,CS2_33_10_15_10.xlsx,13
CS2_33,228,0.5,1.05562077,91.054714,2010-10-08 16:48:40,CS2_33_10_15_10.xlsx,14
CS2_33,229,0.5,1.0590796,91.353062,2010-10-08 21:11:38,CS2_33_10_15_10.xlsx,15
CS2_33,230,0.5,1.05986063,91.420431,2010-10-09 01:33:24,CS2_33_10_15_10.xlsx,16
CS2_33,231,0.5,1.06008757,91.440007,2010-10-09 05:55:03,CS2_33_10_15_10.xlsx,17
CS2_33,232,0.5,1.0606379,91.487476,2010-10-09 10:16:30,CS2_33_10_15_10.xlsx,18
CS2_33,233,0.5,1.06110232,91.527536,2010-10-09 14:37:52,CS2_33_10_15_10.xlsx,19
CS2_33,234,0.5,1.06119416,91.535458,2010-10-09 18:59:07,CS2_33_10_15_10.xlsx,20
CS2_33,235,0.5,1.06138804,91.552181,2010-10-09 23:20:07,CS2_33_10_15_10.xlsx,21
CS2_33,236,0.5,1.06101085,91.519646,2010-10-10 03:41:10,CS2_33_10_15_10.xlsx,22
CS2_33,237,0.5,1.06163066,91.573109,2010-10-10 08:02:13,CS2_33_10_15_10.xlsx,23
CS2_33,238,0.5,1.06124283,91.539656,2010-10-10 12:23:13,CS2_33_10_15_10.xlsx,24
CS2_33,239,0.5,1.06181169,91.588724,2010-10-10 16:43:58,CS2_33_10_15_10.xlsx,25
CS2_33,240,0.5,1.06197624,91.602918,2010-10-10 21:04:44,CS2_33_10_15_10.xlsx,26
CS2_33,241,0.5,1.05830803,91.286509,2010-10-11 01:25:29,CS2_33_10_15_10.xlsx,27
CS2_33,242,0.5,1.0531423,90.840929,2010-10-11 05:45:48,CS2_33_10_15_10.xlsx,28
CS2_33,243,0.5,1.05308603,90.836074,2010-10-11 10:07:36,CS2_33_10_15_10.xlsx,29
CS2_33,244,0.5,1.05159568,90.707521,2010-10-11 14:29:00,CS2_33_10_15_10.xlsx,30
CS2_33,245,0.5,1.05599056,91.086611,2010-10-11 18:49:55,CS2_33_10_15_10.xlsx,31
CS2_33,246,0.5,1.05725784,91.195923,2010-10-11 23:11:04,CS2_33_10_15_10.xlsx,32
CS2_33,247,0.5,1.05105206,90.66063,2010-10-12 03:31:40,CS2_33_10_15_10.xlsx,33
CS2_33,248,0.5,1.05016526,90.584138,2010-10-12 07:52:59,CS2_33_10_15_10.xlsx,34
CS2_33,249,0.5,1.04979934,90.552575,2010-10-12 12:14:07,CS2_33_10_15_10.xlsx,35
CS2_33,250,0.5,1.04943624,90.521254,2010-10-12 16:35:17,CS2_33_10_15_10.xlsx,36
CS2_33,251,0.5,1.05323967,90.849327,2010-10-12 20:56:33,CS2_33_10_15_10.xlsx,37
CS2_33,252,0.5,1.05084458,90.642734,2010-10-13 01:16:41,CS2_33_10_15_10.xlsx,38
